-30,-30,-29,55,38,107,-301,-132,586,1335,506,2342,2115,2030,2159,-401,-472,-1693,-1173,270,-918,-1428,-1404,-198,-861,-1101,817,1914,2936,1077,-1739,-682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,-857,-359,-329,-322,0,-1053,-525,-1276,-1237,-1029,-1032,-1284,-961,-816,-1435,-1503,-1560,-1382,-1257,-1246,-1241,-1465,-1429,-1533,-941,-968,-1142,-730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,466,0,-73,0,0,0,0,0,0,0,396,544,531,498,55,0,-103,0,374,213,560,409,310,398,862,882,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,1006,2459,3134,865,-1388,1317,-1601,861,312,-1850,-279,-1352,2,1085,-787,-813,-746,334,-401,-204,-583,-440,-1259,-1836,-2582,-3106,-2109,-335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,767,0,0,0,-223,0,-153,-312,303,-12,-825,-1738,-1568,-1627,-62,0,-55,-41,-112,-85,-111,-71,0,-101,-13,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,466,0,-166,466,258,582,525,574,984,753,676,0,0,0,360,328,240,238,320,324,0,0,0,0,0,0,-566,-440,-503,0,292,409,516,578,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,-417,-352,-6,-767,1203,1431,2199,1737,1549,2926,1412,2914,3907,3435,1817,1519,833,902,330,213,155,1252,-378,-1063,-1390,35,1610,1468,556,469,420,536,554,393,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,-567,-109,-207,0,579,-215,0,0,-59,628,1205,1855,677,328,382,313,1308,335,-178,238,347,-292,-260,-555,-450,0,-248,205,191,284,227,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,670,479,875,972,1043,553,69,-583,-489,75,-387,-959,-698,0,1047,1183,1549,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,-4088,-2955,-1413,-843,-1984,-2388,-527,-1433,-1076,-3156,409,-4727,-2306,-4202,-1503,-4704,-3417,-4091,-784,-685,81,204,2840,-622,-775,-406,1268,0,-475,-731,-551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1045,-997,-479,-1024,-930,-936,-1834,-1964,-2720,-2289,-1751,-422,-309,-45,0,-80,0,0,-386,-275,-70,0,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,593,1882,1592,1587,1337,317,452,431,308,475,460,1118,-6,15,71,0,0,223,263,587,732,703,-425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,-1346,-1315,-2179,-2100,-1303,-1427,-3024,-3840,-4548,-1632,444,-1869,-1112,-2081,538,-798,-1630,-1019,-1572,-1678,-2008,-2329,-1676,-2060,-1455,-1249,-819,503,74,682,842,241,-386,-145,-229,-182,-109,-221,-255,-269,-219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,693,826,-529,-1557,-4037,-3175,-3984,-2040,-3534,-2308,-797,-1299,-1457,458,86,-678,782,0,349,150,116,-41,1642,436,923,-191,130,-114,208,-1145,-1084,-1115,-305,-380,-348,-315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,197,1507,1082,1434,959,1648,1343,-593,220,708,-168,800,812,-2472,-1115,-1713,-2429,-3035,-3257,-4180,-3906,-3243,-3365,-3323,-3530,-3172,-2843,-3325,-2749,-1553,-1452,-1174,-972,-878,-506,0,0,0,0,0,0,0,0,0,
0,0,0,0,-1129,0,-1330,292,-881,-630,533,-535,261,-1722,626,3719,-273,576,1698,2777,3150,3903,2625,3690,2501,1377,2666,3355,2966,2020,1005,2359,1424,961,328,-831,-564,-531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,-124,-40,-360,-46,533,676,-632,-447,-337,-176,-552,-88,-1221,-1342,-2559,-2471,-2415,-1377,-1244,-1631,-135,7,34,-144,-261,-168,52,454,420,-48,0,-127,-63,0,0,0,0,149,468,457,715,366,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,1277,453,168,627,1000,178,331,-1049,125,-10,122,-553,153,2348,-1262,-279,439,-181,99,-63,646,8,84,-154,-161,-730,-332,0,-806,-1407,-1060,-926,-1173,-620,-477,-386,-437,-273,-110,-14,0,0,0,0,
0,0,69,596,1312,311,2403,2092,-797,-3026,-51,-2161,-879,-1628,513,1840,1745,395,955,-1173,-1167,-39,2360,2587,2280,1601,5335,4166,3336,3061,4305,2548,2502,1197,1494,1138,940,662,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
